dept_id,dept_name,dept_category,division,dept_type,dept_age_years,location_type,team_size,reporting_structure,manager_experience_level,supervisor_experience_level,primary_function,secondary_function,creation_reason,oversight_body,reporting_lag_days,training_hours_quarterly,violations_past_3years,remediation_plan_active,executive_support,external_consulting,engagement_programs,onboarding_program,improvement_commitment,digital_systems,external_partnerships,interdept_collaboration_score,resource_availability_score,external_interactions_frequency,risk_exposure_operational,risk_exposure_financial,operational_health_index,reporting_gaps_annual,audit_score_q1,audit_score_q2,compliance_score_final,overall_risk_score
DEPT-9849,Regulatory Affairs - Metro Region,Financial_Reporting,Corporate_HQ,Support,,Remote,Large,Centralized,3.0,4.0,Administrative,Other,Regulation,Internal_Audit,3.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,50.0,45.0,50.0,31.0
DEPT-4353,Legacy Financial Controls,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Autonomous,3.0,4.0,Operations,Other,Restructuring,Internal_Audit,,40.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,5.0,2.0,60.0,60.0,65.0,11.0
DEPT-4465,Advanced Team,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,2.0,,Operations,Operations,Regulation,,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,45.0,,50.0,10.0
DEPT-8548,Audit Services - Strategic Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,,Centralized,4.0,,Operations,Compliance,Regulation,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,,,0.0,4.0,3.0,3.0,1.0,1.0,,0.0,70.0,75.0,,10.0
DEPT-7296,Process Excellence - Legacy Region,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,,3.0,1.0,Other,Other,Expansion,Internal_Audit,,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,5.0,0.0,65.0,65.0,70.0,
DEPT-5089,Compliance - Premier Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,4.0,4.0,Other,Compliance,Regulation,Internal_Audit,1.0,20.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,,65.0,65.0,10.0
DEPT-9843,Elite Center,Financial_Reporting,Corporate_HQ,Operations,9.0,Remote,Small,,2.0,1.0,Administrative,Operations,Regulation,Internal_Audit,2.0,60.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,,1.0,1.0,5.0,,45.0,50.0,55.0,20.0
DEPT-4870,West Sector,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6200,Business Integrity - Beta Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Autonomous,4.0,4.0,,Operations,Expansion,,1.0,80.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,0.0,55.0,60.0,60.0,50.0
DEPT-9627,Audit Services - Regional Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,2.0,1.0,Operations,Other,Expansion,External_Auditor,3.0,60.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,4.0,0.0,50.0,60.0,65.0,10.0
DEPT-4460,Legacy Unit,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,,2.0,1.0,Other,Other,Restructuring,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,55.0,60.0,70.0,21.0
DEPT-2856,South Audit Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1673,Innovation Operations,Financial_Reporting,Corporate_HQ,Finance,7.0,Remote,Small,Centralized,1.0,1.0,Other,Operations,Regulation,,4.0,40.0,0.0,0.0,0.0,,1.0,1.0,0.0,,1.0,5.0,3.0,5.0,,5.0,,0.0,40.0,40.0,40.0,30.0
DEPT-3385,Strategic Governance,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,,2.0,,Other,Other,Regulation,Compliance_Officer,2.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,,1.0,1.0,3.0,10.0,60.0,50.0,55.0,15.0
DEPT-8077,Premier Sector,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6581,Global Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9880,Legacy Hub,Financial_Reporting,Corporate_HQ,Support,8.0,,Large,Centralized,4.0,3.0,Operations,Other,Restructuring,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,75.0,75.0,75.0,21.0
DEPT-1988,Elite Governance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2124,Emerging Compliance,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,1.0,3.0,Administrative,Operations,Regulation,External_Auditor,1.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,,4.0,2.0,2.0,45.0,40.0,40.0,36.0
DEPT-8957,Central Financial Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7239,North Audit Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7624,Strategic Center,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,,Centralized,2.0,,Operations,Operations,Restructuring,Internal_Audit,2.0,40.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,,3.0,4.0,,65.0,60.0,65.0,21.0
DEPT-4366,Financial Controls - Legacy Region,Financial_Reporting,Corporate_HQ,Support,6.0,Remote,Large,Centralized,2.0,2.0,Operations,Operations,Expansion,Internal_Audit,2.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,5.0,,5.0,,1.0,5.0,6.0,65.0,65.0,65.0,13.0
DEPT-7507,East Operations,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8190,Advanced Audit Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5939,Central Group,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7587,Strategic Audit Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7804,Strategic Internal Controls,Financial_Reporting,Corporate_HQ,,6.0,Urban,Large,Centralized,3.0,4.0,Administrative,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,2.0,4.0,3.0,1.0,2.0,3.0,14.0,60.0,55.0,55.0,22.0
DEPT-4706,Emerging Quality Assurance,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,,Centralized,,2.0,Other,Other,Expansion,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,50.0,50.0,50.0,31.0
DEPT-5867,Beta Office,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,,Centralized,4.0,4.0,Finance,,Restructuring,Internal_Audit,1.0,20.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,6.0,85.0,85.0,85.0,18.0
DEPT-6446,Audit Services - Emerging Region,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Small,Centralized,3.0,3.0,Operations,Operations,Restructuring,Internal_Audit,1.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,4.0,70.0,70.0,75.0,12.0
DEPT-1799,Prime Governance,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,1.0,1.0,Other,Operations,Regulation,External_Auditor,1.0,40.0,,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,2.0,5.0,4.0,55.0,50.0,55.0,17.0
DEPT-2475,Beta Quality Assurance,Financial_Reporting,Corporate_HQ,Technology,7.0,Urban,Small,Centralized,2.0,2.0,Other,Other,Restructuring,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,,0.0,80.0,80.0,80.0,50.0
DEPT-8278,Premier Division,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,2.0,1.0,Operations,Operations,Merger,Internal_Audit,1.0,20.0,2.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,2.0,5.0,2.0,5.0,5.0,4.0,35.0,40.0,30.0,
DEPT-7174,Central Sector,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2852,Strategic Compliance,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,1.0,2.0,Administrative,,Restructuring,Compliance_Officer,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,4.0,2.0,4.0,,10.0,50.0,50.0,55.0,35.0
DEPT-8906,Financial Controls - Premier Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2408,West Audit Services,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,,2.0,2.0,Other,Other,Restructuring,Internal_Audit,1.0,20.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,5.0,3.0,4.0,1.0,1.0,5.0,12.0,65.0,55.0,55.0,26.0
DEPT-5178,West Governance,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Centralized,4.0,,Compliance,Other,,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,3.0,3.0,5.0,0.0,60.0,55.0,65.0,30.0
DEPT-4897,Regulatory Affairs - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1378,Core Quality Assurance,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Small,Centralized,3.0,3.0,Other,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,5.0,,2.0,1.0,1.0,2.0,0.0,65.0,60.0,60.0,10.0
DEPT-8557,Legacy Solutions,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8111,West Audit Services,Financial_Reporting,Corporate_HQ,Legal,7.0,Remote,Small,Centralized,1.0,,Administrative,Other,,Internal_Audit,2.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,75.0,70.0,75.0,
DEPT-9065,Risk Management - South Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3752,Global Sector,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,3.0,4.0,Other,Other,Restructuring,Internal_Audit,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,5.0,0.0,60.0,60.0,65.0,10.0
DEPT-9915,Beta Center,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,2.0,Administrative,,Expansion,Internal_Audit,2.0,,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,5.0,,3.0,,3.0,2.0,0.0,60.0,60.0,60.0,20.0
DEPT-4668,Global Regulatory Affairs,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Centralized,4.0,2.0,,Other,Regulation,Internal_Audit,,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,5.0,1.0,1.0,3.0,5.0,,60.0,65.0,70.0,20.0
DEPT-3794,Risk Management - South Region,Financial_Reporting,Corporate_HQ,Support,7.0,,Small,Centralized,,1.0,Operations,Other,Expansion,Internal_Audit,2.0,80.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,,3.0,0.0,90.0,95.0,95.0,10.0
DEPT-5671,West Internal Controls,Financial_Reporting,Corporate_HQ,Support,6.0,,Large,Centralized,4.0,3.0,Compliance,Other,Merger,Internal_Audit,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,4.0,70.0,75.0,75.0,
DEPT-5202,Premier Financial Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4005,Central Internal Controls,Financial_Reporting,Corporate_HQ,Technology,11.0,,Medium,Centralized,,3.0,Compliance,Compliance,Innovation,Board_Committee,1.0,49.0,5.0,1.0,0.0,,1.0,0.0,0.0,,1.0,,1.0,,1.0,,1.0,8.0,69.3,72.0,72.6,84.0
DEPT-3745,Quality Assurance - Innovation Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3222,Core Center,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7177,Core Group,Financial_Reporting,Corporate_HQ,Technology,7.0,Remote,Large,Centralized,1.0,2.0,Administrative,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,5.0,3.0,6.0,45.0,45.0,50.0,33.0
DEPT-9622,Elite Group,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8383,Financial Controls - Strategic Region,Financial_Reporting,Corporate_HQ,Technology,,Urban,Large,Centralized,,2.0,Compliance,Operations,Restructuring,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,65.0,70.0,70.0,11.0
DEPT-6883,Elite Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9373,Strategic Operations,Financial_Reporting,Corporate_HQ,,13.0,Remote,Medium,Autonomous,4.0,3.0,Technology,Technology,Merger,,3.0,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,,1.0,3.0,3.0,14.0,59.2,64.4,65.4,37.0
DEPT-2011,Business Integrity - North Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1777,Central Center,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,4.0,Other,Other,Regulation,External_Auditor,3.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,45.0,45.0,50.0,42.0
DEPT-5430,West Risk Management,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2743,Regional Group,Financial_Reporting,Corporate_HQ,Operations,8.0,Remote,Large,Centralized,3.0,2.0,Other,,Regulation,Internal_Audit,1.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,50.0,55.0,60.0,11.0
DEPT-1066,Audit Services - Strategic Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,,4.0,Compliance,Operations,Regulation,Internal_Audit,1.0,60.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,4.0,2.0,2.0,1.0,1.0,5.0,2.0,65.0,65.0,65.0,11.0
DEPT-7130,Global Financial Controls,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,3.0,Compliance,Other,,Internal_Audit,,40.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,,3.0,2.0,3.0,5.0,0.0,55.0,55.0,55.0,
DEPT-6685,Ethics and Compliance - Digital Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9552,Prime Team,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Small,Centralized,2.0,2.0,Finance,Operations,Expansion,Internal_Audit,2.0,40.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,3.0,1.0,3.0,,0.0,55.0,50.0,55.0,20.0
DEPT-9492,Risk Management - Alpha Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1649,Business Integrity - Innovation Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,,3.0,3.0,Other,Other,,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,5.0,,1.0,,0.0,70.0,70.0,75.0,10.0
DEPT-8751,Compliance - East Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,4.0,4.0,Compliance,Operations,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,5.0,,55.0,55.0,60.0,26.0
DEPT-3055,Alpha Division,Financial_Reporting,Corporate_HQ,Legal,6.0,Urban,Large,Centralized,2.0,3.0,Operations,Compliance,Merger,,1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,,3.0,1.0,1.0,1.0,3.0,0.0,65.0,65.0,70.0,10.0
DEPT-5005,Internal Controls - Beta Region,Financial_Reporting,Corporate_HQ,Operations,6.0,,,Centralized,2.0,2.0,Operations,Other,Expansion,External_Auditor,2.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,6.0,60.0,50.0,55.0,13.0
DEPT-4291,Central Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3556,Legacy Regulatory Affairs,Financial_Reporting,Corporate_HQ,Operations,,Urban,Large,Centralized,,3.0,Other,Operations,Restructuring,External_Auditor,2.0,20.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,5.0,,2.0,,1.0,5.0,6.0,70.0,70.0,75.0,13.0
DEPT-4499,Global Financial Controls,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,3.0,4.0,Operations,Operations,Restructuring,,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,,5.0,3.0,2.0,5.0,2.0,45.0,45.0,45.0,26.0
DEPT-2567,Risk Management - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8159,Business Integrity - Strategic Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,4.0,4.0,Compliance,Operations,Restructuring,,1.0,,,0.0,1.0,,,0.0,,1.0,0.0,5.0,3.0,2.0,,,,4.0,75.0,80.0,80.0,12.0
DEPT-8322,Advanced Division,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Autonomous,4.0,,Administrative,Compliance,Regulation,Internal_Audit,,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,4.0,3.0,4.0,1.0,1.0,3.0,4.0,0.0,55.0,55.0,12.0
DEPT-7211,Prime Center,Operational_Compliance,Regional_Operations,Finance,12.0,Remote,Large,Hybrid,1.0,4.0,Other,Compliance,Expansion,External_Auditor,5.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,2.0,4.0,1.0,2.0,3.0,5.0,22.0,86.7,93.9,95.3,36.0
DEPT-2862,Emerging Regulatory Affairs,Financial_Reporting,Corporate_HQ,Support,7.0,,Large,Centralized,4.0,2.0,Other,Other,Regulation,,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,4.0,1.0,,5.0,2.0,55.0,60.0,70.0,21.0
DEPT-5563,Alpha Division,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2114,Tactical Compliance,Financial_Reporting,Corporate_HQ,Operations,9.0,Remote,Large,Centralized,,,Other,Operations,Expansion,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,5.0,3.0,1.0,2.0,5.0,0.0,50.0,50.0,55.0,15.0
DEPT-8902,Compliance - Central Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,,2.0,3.0,Other,Other,Regulation,External_Auditor,2.0,20.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,5.0,2.0,,1.0,,2.0,2.0,45.0,60.0,65.0,11.0
DEPT-8165,Internal Controls - Prime Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,,Other,Compliance,Expansion,External_Auditor,2.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,80.0,75.0,80.0,
DEPT-4472,Internal Controls - Metro Region,Financial_Reporting,Corporate_HQ,Support,,Remote,Small,Centralized,4.0,4.0,Operations,Other,Merger,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,3.0,6.0,60.0,55.0,,18.0
DEPT-8383,Internal Controls - East Region,Financial_Reporting,Corporate_HQ,Support,,Remote,,Autonomous,3.0,2.0,Other,Operations,Restructuring,Internal_Audit,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,,1.0,1.0,5.0,15.0,60.0,45.0,50.0,17.5
DEPT-7646,Prime Regulatory Affairs,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1183,Premier Solutions,Financial_Reporting,Corporate_HQ,,7.0,Urban,Large,Centralized,,,Administrative,Other,Regulation,Internal_Audit,1.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,10.0,50.0,45.0,50.0,15.0
DEPT-4854,Financial Controls - Emerging Region,Operational_Compliance,Corporate_HQ,Legal,4.0,Urban,Medium,Autonomous,,4.0,Administrative,Legal,Merger,Internal_Audit,3.0,31.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,,2.0,,4.0,,2.0,,54.8,55.1,71.0
DEPT-8245,Premier Sector,Financial_Reporting,Corporate_HQ,Support,6.0,Remote,Large,,1.0,1.0,Other,Operations,Expansion,,2.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,,2.0,1.0,8.0,60.0,55.0,55.0,19.0
DEPT-2792,Central Sector,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,Autonomous,3.0,2.0,Other,,,Internal_Audit,,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,4.0,3.0,3.0,2.0,3.0,2.0,,70.0,70.0,80.0,
DEPT-9847,Tactical Services,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6829,Central Governance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9861,North Branch,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4418,Metro Ethics and Compliance,Financial_Reporting,Corporate_HQ,Operations,7.0,Remote,Small,,4.0,,Compliance,Other,Regulation,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,,4.0,0.0,60.0,60.0,60.0,25.0
DEPT-6865,Quality Assurance - North Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6655,Compliance - Emerging Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,,3.0,3.0,Other,Operations,,Internal_Audit,,40.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,,3.0,5.0,1.0,4.0,,6.0,65.0,60.0,65.0,28.0
DEPT-8865,Quality Assurance - Metro Region,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,,2.0,1.0,Administrative,Operations,,Internal_Audit,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,,1.0,1.0,3.0,2.0,65.0,,65.0,11.0
DEPT-8932,Prime Unit,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,3.0,Operations,Other,Restructuring,Internal_Audit,1.0,40.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,,0.0,55.0,60.0,65.0,15.0
DEPT-1096,Metro Unit,Financial_Reporting,Regional_Operations,Finance,,International,Large,Centralized,1.0,0.0,,Finance,Innovation,External_Auditor,5.0,83.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,4.0,2.0,,51.1,51.0,51.0,88.0
DEPT-6158,Core Internal Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3455,Internal Controls - Alpha Region,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,3.0,Operations,Other,Restructuring,External_Auditor,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,,4.0,65.0,70.0,70.0,
DEPT-1455,Central Ethics and Compliance,Risk_Management,Regional_Operations,Support,14.0,,Large,Autonomous,0.0,4.0,,Operations,Expansion,Board_Committee,,28.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,5.0,4.0,4.0,,85.5,91.7,93.3,97.5
DEPT-2616,Governance - Innovation Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6509,Internal Controls - Metro Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,1.0,,Operations,Compliance,Expansion,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,,4.0,3.0,3.0,1.0,1.0,3.0,0.0,65.0,65.0,70.0,10.0
DEPT-2348,Global Audit Services,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,,,Operations,,Merger,,1.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,5.0,5.0,5.0,5.0,,12.0,45.0,45.0,40.0,56.0
DEPT-3120,Governance - Core Region,Financial_Reporting,Corporate_HQ,Operations,9.0,Urban,Large,Centralized,4.0,2.0,Finance,Other,Regulation,Internal_Audit,2.0,40.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,4.0,4.0,1.0,1.0,1.0,9.0,55.0,50.0,50.0,14.5
DEPT-4743,West Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
